modelo,nome,posto,entrada,saida,duracao,perna
Atego,Atego_1,30A,330.0,644.0,314.0,1
Atego,Atego_1,31A,644.0,958.0,314.0,1
Accelo,Accelo_3,30A,990.0,1243.0,253.0,1
Arocs,Arocs_2,30B,660.0,1412.0,752.0,2
Accelo,Accelo_3,31A,1243.0,1559.0,316.0,1
Arocs,Arocs_2,31B,1412.0,1967.0,555.0,2
Atego,Atego_1,32A,958.0,2092.0,1134.0,1
Atego (ATP),Atego (ATP)_4,32A,1320.0,2212.0,892.0,1
Atego,Atego_6,30A,1980.0,2294.0,314.0,1
Atego,Atego_6,31A,2294.0,2608.0,314.0,1
Atego,Atego_10,30A,2310.0,2624.0,314.0,1
Arocs,Arocs_2,32B,1967.0,2932.0,965.0,2
Atego,Atego_10,31A,2624.0,2938.0,314.0,1
Accelo,Accelo_3,32A,1559.0,3280.0,1721.0,1
Atego (ATP),Atego (ATP)_5,32A,1650.0,3400.0,1750.0,1
Atego,Atego_1,32C,2092.0,3671.5,1579.5,1
Arocs,Arocs_12,30B,2970.0,3722.0,752.0,2
Arocs,Arocs_2,32D,2932.0,3920.0,988.0,2
Atego (ATP),Atego (ATP)_4,32C,2212.0,3953.0,1741.0,1
Arocs,Arocs_12,31B,3722.0,4277.0,555.0,2
Actros,Actros_14,30B,3722.0,4474.0,752.0,2
Atego,Atego_6,32A,2608.0,4534.0,1926.0,1
Atego (ATP),Atego (ATP)_11,32A,2640.0,4654.0,2014.0,1
Atego 8x2 e 8x4,Atego 8x2 e 8x4_15,30B,4474.0,4788.0,314.0,2
Actros,Actros_14,31B,4474.0,5029.0,555.0,2
Accelo,Accelo_16,30A,4804.0,5057.0,253.0,1
Arocs,Arocs_12,32B,4277.0,5242.0,965.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_15,31B,4788.0,5343.0,555.0,2
Accelo,Accelo_16,31A,5057.0,5373.0,316.0,1
Atego,Atego_1,33A,3671.5,5435.5,1764.0,1
Accelo,Accelo_3,32C,3280.0,5532.0,2252.0,1
Atego,Atego_19,30A,5464.0,5778.0,314.0,1
Atego,Atego_10,32A,2938.0,5788.0,2850.0,1
Atego (ATP),Atego (ATP)_4,33A,3953.0,5811.5,1858.5,1
Atego (ATP),Atego (ATP)_5,32C,3400.0,5813.5,2413.5,1
Actros,Actros_18,30B,5134.0,5886.0,752.0,2
Atego,Atego_19,31A,5778.0,6092.0,314.0,1
Atego,Atego_20,30A,5794.0,6108.0,314.0,1
Actros,Actros_14,32B,5029.0,6207.0,1178.0,2
Arocs,Arocs_12,32D,5242.0,6230.0,988.0,2
Atego,Atego_20,31A,6108.0,6422.0,314.0,1
Actros,Actros_18,31B,5886.0,6441.0,555.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_15,32B,5343.0,6501.0,1158.0,2
Accelo,Accelo_23,30A,6454.0,6707.0,253.0,1
Accelo,Accelo_16,32A,5373.0,6856.0,1483.0,1
Atego,Atego_1,34A,5435.5,6902.0,1466.5,1
Accelo,Accelo_23,31A,6707.0,7023.0,316.0,1
Atego (ATP),Atego (ATP)_4,34A,5811.5,7160.5,1349.0,1
Actros,Actros_14,32D,6207.0,7218.0,1011.0,2
Atego,Atego_6,32C,4534.0,7393.0,2859.0,1
Accelo,Accelo_3,33A,5532.0,7394.5,1862.5,1
Actros,Actros_18,32B,6441.0,7466.0,1025.0,2
Actros,Actros_24,30B,6784.0,7536.0,752.0,2
Atego (ATP),Atego (ATP)_11,32C,4654.0,7674.5,3020.5,1
Atego (ATP),Atego (ATP)_5,33A,5813.5,7770.5,1957.0,1
Arocs,Arocs_2,33B,3920.0,7878.666666666666,3958.666666666666,2
Atego,Atego_1,38,6902.0,7923.0,1021.0,1
Atego,Atego_19,32A,6092.0,7990.0,1898.0,1
Atego (ATP),Atego (ATP)_4,38,7160.5,8020.0,859.5,1
Actros,Actros_24,31B,7536.0,8091.0,555.0,2
Atego (ATP),Atego (ATP)_21,32A,6124.0,8110.0,1986.0,1
Atego 8x2 e 8x4,Atego 8x2 e 8x4_15,32D,6501.0,8115.0,1614.0,2
Atego,Atego_26,30A,7866.0,8180.0,314.0,1
Actros,Actros_25,30B,7536.0,8288.0,752.0,2
Atego,Atego_26,31A,8180.0,8494.0,314.0,1
Actros,Actros_25,31B,8288.0,8843.0,555.0,2
Accelo,Accelo_3,34A,7394.5,8870.5,1476.0,1
Atego,Atego_28,30A,8618.0,8932.0,314.0,1
Arocs,Arocs_27,30B,8288.0,9040.0,752.0,2
Actros,Actros_24,32B,8091.0,9056.0,965.0,2
Actros,Actros_18,32D,7466.0,9103.0,1637.0,2
Atego (ATP),Atego (ATP)_5,34A,7770.5,9129.0,1358.5,1
Atego,Atego_20,32A,6422.0,9244.0,2822.0,1
Atego,Atego_28,31A,8932.0,9246.0,314.0,1
Atego,Atego_10,32C,5788.0,9254.0,3466.0,1
Atego,Atego_29,30A,8948.0,9262.0,314.0,1
Accelo,Accelo_30,30A,9278.0,9531.0,253.0,1
Atego,Atego_6,33A,7393.0,9534.5,2141.5,1
Atego,Atego_29,31A,9262.0,9576.0,314.0,1
Arocs,Arocs_27,31B,9040.0,9595.0,555.0,2
Accelo,Accelo_3,38,8870.5,9891.5,1021.0,1
Accelo,Accelo_30,31A,9531.0,9892.0,361.0,1
Atego (ATP),Atego (ATP)_11,33A,7674.5,9910.5,2236.0,1
Atego,Atego_33,30A,9608.0,9922.0,314.0,1
Atego (ATP),Atego (ATP)_5,38,9129.0,9988.5,859.5,1
Actros,Actros_25,32B,8843.0,10021.0,1178.0,2
Actros,Actros_24,32D,9056.0,10091.0,1035.0,2
Atego,Atego_33,31A,9922.0,10236.0,314.0,1
Accelo,Accelo_23,32A,7023.0,10312.0,3289.0,1
Atego,Atego_37,30A,10268.0,10582.0,314.0,1
Actros,Actros_36,30B,9938.0,10690.0,752.0,2
Accelo,Accelo_16,32C,6856.0,10833.0,3977.0,1
Atego,Atego_37,31A,10582.0,10896.0,314.0,1
Arocs,Arocs_27,32B,9595.0,10986.0,1391.0,2
Atego,Atego_6,34A,9534.5,11001.0,1466.5,1
Actros,Actros_25,32D,10021.0,11079.0,1058.0,2
Actros,Actros_36,31B,10690.0,11245.0,555.0,2
Atego (ATP),Atego (ATP)_11,34A,9910.5,11259.5,1349.0,1
Actros,Actros_39,30B,10690.0,11442.0,752.0,2
Atego,Atego_26,32A,8494.0,11446.0,2952.0,1
Atego,Atego_10,33A,9254.0,11674.5,2420.5,1
Arocs,Arocs_12,33B,6230.0,11837.333333333332,5607.333333333332,2
Actros,Actros_39,31B,11442.0,11997.0,555.0,2
Atego,Atego_6,38,11001.0,12022.0,1021.0,1
Arocs,Arocs_27,32D,10986.0,12067.0,1081.0,2
Atego (ATP),Atego (ATP)_11,38,11259.5,12119.0,859.5,1
Actros,Actros_44,30B,11442.0,12194.0,752.0,2
Actros,Actros_36,32B,11245.0,12210.0,965.0,2
Atego,Atego_19,32C,7990.0,12412.5,4422.5,1
Atego,Atego_28,32A,9246.0,12580.0,3334.0,1
Atego (ATP),Atego (ATP)_21,32C,8110.0,12694.0,4584.0,1
Actros,Actros_44,31B,12194.0,12749.0,555.0,2
Accelo,Accelo_47,30A,12524.0,12777.0,253.0,1
Actros,Actros_46,30B,12194.0,12946.0,752.0,2
Accelo,Accelo_47,31A,12777.0,13093.0,316.0,1
Atego,Atego_10,34A,11674.5,13141.0,1466.5,1
Atego,Atego_48,30A,12854.0,13168.0,314.0,1
Actros,Actros_39,32B,11997.0,13175.0,1178.0,2
Actros,Actros_36,32D,12210.0,13198.0,988.0,2
Accelo,Accelo_16,33A,10833.0,13257.5,2424.5,1
Arocs,Arocs_2,34B,7878.666666666666,13398.333333333332,5519.666666666666,2
Accelo,Accelo_51,30A,13184.0,13437.0,253.0,1
Atego,Atego_48,31A,13168.0,13482.0,314.0,1
Actros,Actros_46,31B,12946.0,13501.0,555.0,2
Atego,Atego_29,32A,9576.0,13714.0,4138.0,1
Accelo,Accelo_51,31A,13437.0,13798.0,361.0,1
Accelo,Accelo_55,30A,13844.0,14097.0,253.0,1
Actros,Actros_44,32B,12749.0,14140.0,1391.0,2
Atego,Atego_10,38,13141.0,14162.0,1021.0,1
Actros,Actros_39,32D,13175.0,14186.0,1011.0,2
Actros,Actros_54,30B,13514.0,14266.0,752.0,2
Atego,Atego_20,32C,9244.0,14273.5,5029.5,1
Accelo,Accelo_55,31A,14097.0,14413.0,316.0,1
Accelo,Accelo_57,30A,14174.0,14427.0,253.0,1
Accelo,Accelo_16,34A,13257.5,14733.5,1476.0,1
Accelo,Accelo_57,31A,14427.0,14743.0,316.0,1
Accelo,Accelo_30,32A,9892.0,14782.0,4890.0,1
Actros,Actros_54,31B,14266.0,14821.0,555.0,2
Atego,Atego_19,33A,12412.5,15021.5,2609.0,1
Actros,Actros_46,32B,13501.0,15105.0,1604.0,2
Actros,Actros_44,32D,14140.0,15174.0,1034.0,2
Atego (ATP),Atego (ATP)_21,33A,12694.0,15397.5,2703.5,1
Accelo,Accelo_60,30A,15164.0,15417.0,253.0,1
Actros,Actros_59,30B,14834.0,15586.0,752.0,2
Arocs,Arocs_2,39,13398.333333333332,15728.999999999998,2330.666666666666,2
Accelo,Accelo_60,31A,15417.0,15733.0,316.0,1
Accelo,Accelo_16,38,14733.5,15754.5,1021.0,1
Atego,Atego_61,30A,15494.0,15808.0,314.0,1
Accelo,Accelo_23,32C,10312.0,15852.5,5540.5,1
Atego,Atego_33,32A,10236.0,15916.0,5680.0,1
Actros,Actros_54,32B,14821.0,16070.0,1249.0,2
Atego,Atego_61,31A,15808.0,16122.0,314.0,1
Actros,Actros_59,31B,15586.0,16141.0,555.0,2
Actros,Actros_46,32D,15105.0,16162.0,1057.0,2
Actros,Actros_14,33B,7218.0,16297.333333333332,9079.333333333332,2
Accelo,Accelo_64,30A,16154.0,16407.0,253.0,1
Atego,Atego_19,34A,15021.5,16488.0,1466.5,1
Actros,Actros_63,30B,15824.0,16576.0,752.0,2
Accelo,Accelo_64,31A,16407.0,16723.0,316.0,1
Atego (ATP),Atego (ATP)_21,34A,15397.5,16746.5,1349.0,1
Atego,Atego_37,32A,10896.0,17050.0,6154.0,1
Accelo,Accelo_70,30A,16814.0,17067.0,253.0,1
Actros,Actros_59,32B,16141.0,17106.0,965.0,2
Actros,Actros_63,31B,16576.0,17131.0,555.0,2
Actros,Actros_54,32D,16070.0,17150.0,1080.0,2
Atego,Atego_20,33A,14273.5,17161.5,2888.0,1
Atego (ATP),Atego (ATP)_40,32A,11020.0,17170.0,6150.0,1
Accelo,Accelo_70,31A,17067.0,17383.0,316.0,1
Atego,Atego_26,32C,11446.0,17432.0,5986.0,1
Atego,Atego_19,38,16488.0,17509.0,1021.0,1
Atego (ATP),Atego (ATP)_21,38,16746.5,17606.0,859.5,1
Atego 8x2 e 8x4,Atego 8x2 e 8x4_15,33B,8115.0,17873.333333333332,9758.333333333332,2
Actros,Actros_71,30B,17144.0,17896.0,752.0,2
Actros,Actros_63,32B,17131.0,18096.0,965.0,2
Actros,Actros_59,32D,17106.0,18138.0,1032.0,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_72,30B,17896.0,18210.0,314.0,2
Accelo,Accelo_47,32A,13093.0,18238.0,5145.0,1
Actros,Actros_71,31B,17896.0,18451.0,555.0,2
Atego,Atego_20,34A,17161.5,18628.0,1466.5,1
Accelo,Accelo_23,33A,15852.5,18744.5,2892.0,1
Atego 8x2 e 8x4,Atego 8x2 e 8x4_72,31B,18210.0,18765.0,555.0,2
Arocs,Arocs_12,34B,11837.333333333332,18918.0,7080.666666666668,2
Actros,Actros_75,30B,18226.0,18978.0,752.0,2
Atego,Atego_28,32C,12580.0,19011.5,6431.5,1
Actros,Actros_63,32D,18096.0,19126.0,1030.0,2
Atego,Atego_48,32A,13482.0,19372.0,5890.0,1
Actros,Actros_71,32B,18451.0,19416.0,965.0,2
Actros,Actros_75,31B,18978.0,19533.0,555.0,2
Accelo,Accelo_78,30A,19308.0,19561.0,253.0,1
Atego,Atego_20,38,18628.0,19649.0,1021.0,1
Atego 8x2 e 8x4,Atego 8x2 e 8x4_72,32B,18765.0,19710.0,945.0,2
Arocs,Arocs_77,30B,18978.0,19730.0,752.0,2
Accelo,Accelo_78,31A,19561.0,19877.0,316.0,1
Accelo,Accelo_23,34A,18744.5,20220.5,1476.0,1
Arocs,Arocs_77,31B,19730.0,20285.0,555.0,2
Actros,Actros_71,32D,19416.0,20404.0,988.0,2
Accelo,Accelo_51,32A,13798.0,20440.0,6642.0,1
Actros,Actros_79,30B,19730.0,20482.0,752.0,2
Atego,Atego_26,33A,17432.0,20508.5,3076.5,1
Atego,Atego_29,32C,13714.0,20591.0,6877.0,1
Actros,Actros_75,32B,19533.0,20675.0,1142.0,2
Atego,Atego_84,30A,20390.0,20704.0,314.0,1
Accelo,Accelo_85,30A,20720.0,20973.0,253.0,1
Atego,Atego_84,31A,20704.0,21018.0,314.0,1
Actros,Actros_79,31B,20482.0,21037.0,555.0,2
Accelo,Accelo_23,38,20220.5,21241.5,1021.0,1
Arocs,Arocs_12,39,18918.0,21248.666666666668,2330.666666666668,2
Atego 8x2 e 8x4,Atego 8x2 e 8x4_72,32D,19710.0,21301.0,1591.0,2
Accelo,Accelo_87,30A,21050.0,21303.0,253.0,1
Accelo,Accelo_85,31A,20973.0,21334.0,361.0,1
Accelo,Accelo_55,32A,14413.0,21508.0,7095.0,1
Atego (ATP),Atego (ATP)_58,32A,14504.0,21628.0,7124.0,1
Arocs,Arocs_77,32B,20285.0,21640.0,1355.0,2
Accelo,Accelo_87,31A,21303.0,21650.0,347.0,1
Atego,Atego_26,34A,20508.5,21975.0,1466.5,1
Atego,Atego_89,30A,21710.0,22024.0,314.0,1
Accelo,Accelo_30,32C,14782.0,22170.0,7388.0,1
Atego,Atego_28,33A,19011.5,22272.5,3261.0,1
Actros,Actros_75,32D,20675.0,22289.0,1614.0,2
Actros,Actros_18,33B,9103.0,22333.333333333332,13230.333333333332,2
Atego,Atego_89,31A,22024.0,22338.0,314.0,1
Actros,Actros_79,32B,21037.0,22605.0,1568.0,2
Accelo,Accelo_91,30A,22370.0,22623.0,253.0,1
